  # Source : cellZone bedOfSpheres
# Cells  : 12131
# Time	sum(V)	volAverage(T)
2.309067e+02	5.221114e-01	5.158228e+02
2.314249e+02	5.221114e-01	5.156304e+02
2.319430e+02	5.221114e-01	5.154382e+02
2.324611e+02	5.221114e-01	5.152461e+02
2.329793e+02	5.221114e-01	5.150542e+02
2.334974e+02	5.221114e-01	5.148624e+02
2.340155e+02	5.221114e-01	5.146709e+02
2.345337e+02	5.221114e-01	5.144795e+02
2.350518e+02	5.221114e-01	5.142883e+02
2.355699e+02	5.221114e-01	5.140972e+02
2.360881e+02	5.221114e-01	5.139063e+02
2.366062e+02	5.221114e-01	5.137156e+02
2.371244e+02	5.221114e-01	5.135251e+02
2.376425e+02	5.221114e-01	5.133347e+02
2.381606e+02	5.221114e-01	5.131445e+02
2.386788e+02	5.221114e-01	5.129545e+02
2.391969e+02	5.221114e-01	5.127646e+02
2.397150e+02	5.221114e-01	5.125749e+02
2.402332e+02	5.221114e-01	5.123854e+02
2.407513e+02	5.221114e-01	5.121960e+02
2.412694e+02	5.221114e-01	5.120068e+02
2.417876e+02	5.221114e-01	5.118178e+02
2.423057e+02	5.221114e-01	5.116290e+02
2.428238e+02	5.221114e-01	5.114403e+02
2.433420e+02	5.221114e-01	5.112517e+02
2.438601e+02	5.221114e-01	5.110634e+02
2.443782e+02	5.221114e-01	5.108752e+02
2.448964e+02	5.221114e-01	5.106872e+02
2.454145e+02	5.221114e-01	5.104993e+02
2.459326e+02	5.221114e-01	5.103117e+02
2.464508e+02	5.221114e-01	5.101241e+02
2.469689e+02	5.221114e-01	5.099368e+02
2.474870e+02	5.221114e-01	5.097496e+02
2.480052e+02	5.221114e-01	5.095626e+02
2.485233e+02	5.221114e-01	5.093757e+02
2.490415e+02	5.221114e-01	5.091891e+02
2.495596e+02	5.221114e-01	5.090025e+02
2.500777e+02	5.221114e-01	5.088162e+02
2.505959e+02	5.221114e-01	5.086300e+02
2.511140e+02	5.221114e-01	5.084440e+02
2.516321e+02	5.221114e-01	5.082581e+02
2.521503e+02	5.221114e-01	5.080724e+02
2.526684e+02	5.221114e-01	5.078869e+02
2.531865e+02	5.221114e-01	5.077016e+02
2.537047e+02	5.221114e-01	5.075164e+02
2.542228e+02	5.221114e-01	5.073313e+02
2.547409e+02	5.221114e-01	5.071465e+02
2.552591e+02	5.221114e-01	5.069618e+02
2.557772e+02	5.221114e-01	5.067772e+02
2.562953e+02	5.221114e-01	5.065929e+02
2.568135e+02	5.221114e-01	5.064086e+02
2.573316e+02	5.221114e-01	5.062246e+02
2.578497e+02	5.221114e-01	5.060407e+02
2.583679e+02	5.221114e-01	5.058570e+02
2.588860e+02	5.221114e-01	5.056734e+02
2.594041e+02	5.221114e-01	5.054901e+02
2.599223e+02	5.221114e-01	5.053068e+02
2.604404e+02	5.221114e-01	5.051238e+02
2.609585e+02	5.221114e-01	5.049409e+02
2.614767e+02	5.221114e-01	5.047581e+02
2.619948e+02	5.221114e-01	5.045755e+02
2.625130e+02	5.221114e-01	5.043931e+02
2.630311e+02	5.221114e-01	5.042109e+02
2.635492e+02	5.221114e-01	5.040288e+02
2.640674e+02	5.221114e-01	5.038469e+02
2.645855e+02	5.221114e-01	5.036651e+02
2.651036e+02	5.221114e-01	5.034835e+02
2.656218e+02	5.221114e-01	5.033020e+02
2.661399e+02	5.221114e-01	5.031208e+02
2.666580e+02	5.221114e-01	5.029396e+02
2.671762e+02	5.221114e-01	5.027587e+02
2.676943e+02	5.221114e-01	5.025779e+02
2.682124e+02	5.221114e-01	5.023973e+02
2.687306e+02	5.221114e-01	5.022168e+02
2.692487e+02	5.221114e-01	5.020365e+02
2.697668e+02	5.221114e-01	5.018563e+02
2.702850e+02	5.221114e-01	5.016763e+02
2.708031e+02	5.221114e-01	5.014965e+02
2.713212e+02	5.221114e-01	5.013168e+02
2.718394e+02	5.221114e-01	5.011373e+02
2.723575e+02	5.221114e-01	5.009579e+02
2.728756e+02	5.221114e-01	5.007787e+02
2.733938e+02	5.221114e-01	5.005997e+02
2.739119e+02	5.221114e-01	5.004208e+02
2.744301e+02	5.221114e-01	5.002421e+02
2.749482e+02	5.221114e-01	5.000635e+02
2.754663e+02	5.221114e-01	4.998851e+02
2.759845e+02	5.221114e-01	4.997069e+02
2.765026e+02	5.221114e-01	4.995288e+02
2.770207e+02	5.221114e-01	4.993509e+02
2.775389e+02	5.221114e-01	4.991731e+02
2.780570e+02	5.221114e-01	4.989955e+02
2.785751e+02	5.221114e-01	4.988181e+02
2.790933e+02	5.221114e-01	4.986408e+02
2.796114e+02	5.221114e-01	4.984636e+02
2.801295e+02	5.221114e-01	4.982867e+02
2.806477e+02	5.221114e-01	4.981099e+02
2.811658e+02	5.221114e-01	4.979332e+02
2.816839e+02	5.221114e-01	4.977567e+02
2.822021e+02	5.221114e-01	4.975803e+02
2.827202e+02	5.221114e-01	4.974041e+02
2.832383e+02	5.221114e-01	4.972281e+02
2.837565e+02	5.221114e-01	4.970522e+02
2.842746e+02	5.221114e-01	4.968765e+02
2.847927e+02	5.221114e-01	4.967010e+02
2.853109e+02	5.221114e-01	4.965256e+02
2.858290e+02	5.221114e-01	4.963503e+02
2.863472e+02	5.221114e-01	4.961752e+02
2.868653e+02	5.221114e-01	4.960003e+02
2.873834e+02	5.221114e-01	4.958255e+02
2.879016e+02	5.221114e-01	4.956509e+02
2.884197e+02	5.221114e-01	4.954764e+02
2.889378e+02	5.221114e-01	4.953021e+02
2.894560e+02	5.221114e-01	4.951279e+02
2.899741e+02	5.221114e-01	4.949539e+02
2.904922e+02	5.221114e-01	4.947800e+02
2.910104e+02	5.221114e-01	4.946063e+02
2.915285e+02	5.221114e-01	4.944328e+02
2.920466e+02	5.221114e-01	4.942594e+02
2.925648e+02	5.221114e-01	4.940862e+02
2.930829e+02	5.221114e-01	4.939131e+02
2.936010e+02	5.221114e-01	4.937402e+02
2.941192e+02	5.221114e-01	4.935674e+02
2.946373e+02	5.221114e-01	4.933948e+02
2.951554e+02	5.221114e-01	4.932223e+02
2.956736e+02	5.221114e-01	4.930500e+02
2.961917e+02	5.221114e-01	4.928779e+02
2.967098e+02	5.221114e-01	4.927059e+02
2.972280e+02	5.221114e-01	4.925340e+02
2.977461e+02	5.221114e-01	4.923623e+02
2.982642e+02	5.221114e-01	4.921908e+02
2.987824e+02	5.221114e-01	4.920194e+02
